"","country","party","party_id","position","eu_salience","eu_dissent","eu_asylum","eu_budgets","lrgen","lrecon","lrecon_clear","lrecon_salience","galtan","galtan_clear","galtan_salience","immigrate_policy","immigra_salience","immigrate_dissent","multiculturalism","multicult_salience","multicult_dissent","ethnic_minorities","galtan_new","galtan_new_clear","galtan_new_salience","people_vs_elite","antielite_salience","corrupt_salience","members_vs_leadership"
"1322",16,"MP",1607,7,0,7,7,5,5,5,6,8,0,10,9,7,10,8,4,6,1,0,0,10,10,8,0,0,3
"1323",16,"MP",1607,5,1,4,2,3,2,3,2,2,0,9,10,1,10,9,0,10,9,0,0,9,10,8,0,0,2
"1324",16,"MP",1607,5,8,4,7,2,4,3,6,9,0,9,10,1,10,1,0,9,1,1,0,9,9,8,4,2,2
"1325",16,"SD",1610,2,2,2,1,1,9,5,6,8,10,10,10,10,10,1,10,10,0,7,10,10,10,NA,10,0,10
"1326",16,"SD",1610,1,10,1,1,1,7,6,4,7,8,9,10,10,10,1,10,10,0,10,9,9,9,8,8,2,8
"1327",16,"SD",1610,1,7,9,1,1,9,NA,3,1,9,10,10,10,10,10,10,6,0,10,9,10,9,8,10,5,10
"1328",16,"SD",1610,1,8,0,1,1,9,7,2,2,9,7,9,10,10,1,10,10,0,10,10,10,10,8,8,0,10
"1329",16,"SD",1610,1,8,0,4,1,5,6,3,1,10,10,10,10,10,1,10,10,0,10,10,10,10,9,10,6,10
"1330",16,"SD",1610,1,6,1,2,1,7,7,3,3,9,9,8,10,10,1,10,7,1,10,9,9,9,8,9,3,8
"1331",16,"SD",1610,1,7,1,1,1,10,6,2,8,10,4,10,10,10,1,10,10,1,10,10,9,10,9,9,4,10
"1332",16,"SD",1610,2,2,2,3,1,6,5,3,2,8,9,7,10,9,1,10,10,1,6,9,9,10,3,7,1,8
"1333",16,"SD",1610,2,4,3,1,1,8,6,3,3,9,9,10,10,10,1,10,10,1,10,9,10,9,8,9,3,8
"1334",16,"SD",1610,2,3,1,3,2,9,4,4,4,7,9,8,9,10,1,10,10,1,9,9,9,9,6,7,6,8
"1335",16,"SD",1610,1,4,0,1,1,10,6,0,4,9,9,8,10,10,1,10,10,0,NA,10,10,9,NA,10,9,10
"1336",16,"SD",1610,2,4,1,1,1,9,7,6,3,7,9,10,9,10,1,9,10,0,10,8,10,10,8,7,1,10
"1337",16,"SD",1610,2,6,2,1,1,8,5,2,3,9,7,7,10,10,1,10,7,1,10,10,8,9,8,10,1,8
"1338",16,"SD",1610,1,9,1,1,1,7,7,4,2,10,10,10,10,10,1,10,10,0,10,10,10,10,NA,10,NA,8
"1339",16,"SD",1610,1,7,NA,1,1,9,6,7,5,9,9,9,10,10,1,10,10,1,10,9,10,10,8,9,0,10
"1340",16,"SD",1610,NA,NA,NA,2,1,8,8,3,2,9,9,10,10,10,1,10,9,1,10,10,10,10,1,7,6,8
"1341",16,"SD",1610,2,6,4,3,1,8,5,5,5,9,10,10,10,10,1,10,10,0,9,9,9,10,8,9,2,8
"1342",16,"SD",1610,2,2,NA,1,1,6,5,4,5,10,10,10,10,10,1,10,10,0,10,10,10,9,8,8,0,10
"1343",16,"PIRAT",1611,3,0,5,NA,1,5,NA,0,0,3,5,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,8,7,NA,NA
"1344",16,"PIRAT",1611,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345",16,"PIRAT",1611,NA,5,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346",16,"PIRAT",1611,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347",16,"PIRAT",1611,4,4,NA,NA,NA,NA,NA,NA,0,0,10,10,0,3,1,NA,0,NA,NA,0,NA,10,10,NA,NA,1
"1348",16,"PIRAT",1611,5,5,1,4,3,7,6,0,0,1,5,0,1,3,2,3,3,2,4,3,4,4,6,6,4,4
"1349",16,"PIRAT",1611,NA,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"1350",16,"PIRAT",1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351",16,"PIRAT",1611,2,6,NA,NA,NA,5,NA,1,0,2,5,6,NA,0,NA,NA,NA,NA,NA,3,2,2,8,7,NA,NA
"1352",16,"PIRAT",1611,NA,10,NA,NA,NA,NA,NA,10,10,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353",16,"PIRAT",1611,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,NA,NA
"1354",16,"PIRAT",1611,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"1355",16,"PIRAT",1611,NA,5,NA,NA,1,2,5,0,0,0,9,7,NA,0,6,2,1,NA,0,0,9,6,NA,10,0,0
"1356",16,"PIRAT",1611,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357",16,"PIRAT",1611,3,5,NA,NA,NA,4,5,NA,2,1,6,5,NA,NA,NA,NA,NA,NA,NA,3,3,NA,9,6,4,NA
"1358",16,"PIRAT",1611,NA,2,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"1359",16,"PIRAT",1611,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360",16,"PIRAT",1611,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361",16,"FI",1612,NA,10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362",16,"FI",1612,2,2,NA,NA,NA,1,2,1,0,0,9,10,1,9,1,0,10,NA,1,2,9,10,0,2,0,NA
"1363",16,"FI",1612,3,3,1,NA,NA,0,0,6,1,0,10,10,0,8,1,0,7,1,0,0,9,9,10,8,0,6
"1364",16,"FI",1612,3,6,2,2,2,3,NA,6,4,0,10,10,0,6,1,0,6,0,0,0,10,10,7,3,0,1
"1365",16,"FI",1612,NA,NA,NA,NA,NA,NA,NA,NA,10,1,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366",16,"FI",1612,5,4,1,6,4,2,2,6,2,1,9,9,1,9,1,2,9,0,0,0,9,9,8,8,3,5
"1367",16,"FI",1612,NA,10,NA,NA,NA,1,NA,NA,NA,0,10,10,0,10,NA,4,NA,NA,0,0,10,NA,NA,10,NA,NA
"1368",16,"FI",1612,NA,NA,NA,NA,NA,1,NA,8,7,2,9,8,2,3,2,3,4,7,3,3,3,9,3,3,6,8
"1369",16,"FI",1612,3,2,3,NA,NA,2,2,2,2,1,9,10,1,8,1,1,9,1,2,3,8,9,8,6,1,8
"1370",16,"FI",1612,NA,10,NA,NA,NA,NA,NA,10,10,0,10,10,0,9,10,2,NA,0,0,2,10,10,NA,10,NA,NA
"1371",16,"FI",1612,4,3,5,2,1,2,2,1,1,2,7,9,3,3,2,3,5,NA,4,3,6,7,7,5,3,3
"1372",16,"FI",1612,3,5,NA,NA,4,1,3,0,0,1,7,5,0,0,6,0,NA,NA,0,0,9,6,NA,9,5,0
"1373",16,"FI",1612,3,1,0,1,2,1,1,0,0,0,10,10,0,10,1,0,10,0,0,0,10,10,6,7,0,2
"1374",16,"FI",1612,NA,10,NA,NA,NA,2,1,NA,3,1,7,10,2,9,2,2,NA,NA,4,2,9,9,NA,NA,NA,NA
"1375",16,"FI",1612,2,8,NA,NA,NA,0,1,8,8,0,10,10,0,10,1,0,9,NA,0,0,9,9,8,8,NA,2
"1376",16,"FI",1612,3,3,3,NA,NA,1,1,6,10,2,6,NA,4,NA,2,3,6,NA,2,3,8,7,6,NA,NA,NA
"1377",16,"FI",1612,NA,10,NA,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378",16,"FI",1612,NA,5,NA,NA,NA,5,4,5,3,2,9,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA
"1379",21,"CSSD",2101,6,6,8,3,5,3,4,8,6,5,4,3,4,8,7,6,8,6,5,4,4,5,6,2,7,4
"1380",21,"CSSD",2101,5,5,4,NA,3,4,3,7,7,4,6,5,9,8,5,7,6,1,NA,4,6,6,7,0,1,4
"1381",21,"CSSD",2101,5,8,7,2,2,3,3,8,10,3,5,3,8,4,7,5,7,7,3,6,7,5,6,4,5,6
"1382",21,"CSSD",2101,4,5,6,2,3,3,2,7,6,6,7,4,7,7,7,9,6,3,7,7,7,6,6,3,6,7
"1383",21,"CSSD",2101,6,7,7,2,4,3,3,7,7,5,6,6,8,4,3,7,7,5,6,5,7,7,5,1,4,5
"1384",21,"CSSD",2101,6,4,1,4,5,3,2,10,6,6,10,4,7,8,3,8,10,5,6,5,10,5,6,0,2,6
"1385",21,"CSSD",2101,5,6,1,1,4,3,2,8,8,5,8,3,7,6,0,7,5,1,NA,7,8,6,5,0,7,7
"1386",21,"CSSD",2101,5,5,7,3,4,3,2,8,3,3,6,6,7,7,4,2,7,5,2,3,4,6,8,3,7,1
"1387",21,"CSSD",2101,5,3,6,2,2,3,2,10,8,8,8,9,7,6,6,8,5,5,8,8,7,3,5,3,6,7
"1388",21,"CSSD",2101,6,7,5,3,5,3,2,7,6,3,3,7,9,6,10,5,3,10,3,3,2,6,6,2,6,6
"1389",21,"CSSD",2101,7,6,4,3,4,2,3,8,8,4,7,6,7,7,4,7,6,6,8,6,5,7,5,2,5,4
"1390",21,"CSSD",2101,6,7,7,3,4,3,2,5,2,8,6,3,4,5,8,7,5,7,5,7,5,5,6,4,4,4
"1391",21,"CSSD",2101,5,5,4,3,4,3,2,7,7,7,6,6,8,6,9,5,7,NA,NA,7,3,6,3,2,3,9
"1392",21,"CSSD",2101,6,5,5,5,3,2,2,3,4,3,NA,5,4,4,6,7,7,6,5,9,4,2,5,1,3,10
"1393",21,"ODS",2102,3,6,6,3,1,7,7,9,8,8,9,8,8,5,1,8,5,4,7,7,8,2,1,1,6,6
"1394",21,"ODS",2102,2,7,2,2,1,8,8,10,10,7,4,6,8,8,4,7,9,4,6,8,8,6,0,0,6,4
"1395",21,"ODS",2102,3,7,3,NA,2,8,8,8,8,7,9,6,9,8,2,8,8,1,NA,8,8,6,1,1,2,5
"1396",21,"ODS",2102,5,7,1,2,1,8,9,10,9,10,8,9,10,10,0,10,9,0,9,10,10,10,8,3,10,8
"1397",21,"ODS",2102,4,4,8,2,2,8,9,8,9,9,9,8,8,4,7,8,4,2,NA,8,8,6,3,6,8,9
"1398",21,"ODS",2102,3,5,3,1,2,7,10,8,9,5,7,7,8,6,2,6,0,3,6,8,6,6,2,2,3,6
"1399",21,"ODS",2102,4,8,6,2,2,8,9,9,8,7,8,5,7,8,6,7,7,4,7,7,8,5,3,4,3,7
"1400",21,"ODS",2102,5,5,6,2,2,7,8,8,8,6,7,7,9,9,2,8,6,2,8,8,8,7,2,2,5,5
"1401",21,"ODS",2102,3,6,4,3,2,8,8,10,8,7,10,7,8,7,0,10,10,0,8,9,10,6,1,0,1,4
"1402",21,"ODS",2102,2,8,7,1,1,7,8,7,10,4,4,2,10,9,7,9,8,6,8,7,5,2,5,3,9,4
"1403",21,"ODS",2102,2,6,3,4,2,8,9,7,8,7,7,3,4,3,6,7,6,6,7,8,7,4,3,2,3,7
"1404",21,"ODS",2102,2,7,1,1,1,7,9,9,10,6,8,3,7,6,0,7,5,1,NA,6,8,6,0,0,6,6
"1405",21,"ODS",2102,3,6,1,2,1,7,7,7,7,6,6,8,9,8,1,8,6,2,7,7,8,8,2,6,6,6
"1406",21,"ODS",2102,6,7,3,2,4,8,8,8,9,NA,7,6,7,6,4,6,7,6,4,6,7,8,2,3,6,7
"1407",21,"KSCM",2103,2,2,1,2,2,1,1,2,1,9,8,2,7,8,1,10,6,0,9,9,10,10,9,10,7,10
"1408",21,"KSCM",2103,2,3,2,1,1,1,0,8,6,9,7,5,9,8,1,9,9,0,9,9,8,8,3,4,3,8
"1409",21,"KSCM",2103,3,5,2,1,1,2,1,8,8,6,5,7,9,9,2,9,6,1,9,9,6,8,5,2,5,6
"1410",21,"KSCM",2103,2,5,2,2,1,1,1,10,8,9,9,10,9,6,1,8,4,1,7,9,9,3,7,7,6,7
"1411",21,"KSCM",2103,3,3,4,2,1,1,0,10,6,7,9,3,8,8,2,9,5,1,7,7,9,5,7,9,8,6
"1412",21,"KSCM",2103,2,5,0,NA,2,1,1,9,7,5,8,5,9,5,2,8,5,1,7,5,8,6,7,7,2,4
"1413",21,"KSCM",2103,1,7,1,1,1,1,1,10,10,10,7,4,10,9,1,10,10,1,10,9,9,7,10,10,10,NA
"1414",21,"KSCM",2103,2,7,2,1,1,0,0,10,8,10,10,7,10,10,0,10,10,0,10,10,10,5,7,2,8,6
"1415",21,"KSCM",2103,2,7,3,1,1,0,0,9,7,8,10,8,8,8,3,9,6,3,8,8,8,6,8,9,8,9
"1416",21,"KSCM",2103,1,7,0,1,1,0,0,0,4,10,10,9,10,10,0,10,0,0,10,10,10,6,8,7,0,8
"1417",21,"KSCM",2103,1,2,0,1,1,1,0,9,7,8,8,4,9,6,0,8,7,1,NA,8,10,7,8,9,7,5
"1418",21,"KSCM",2103,2,2,NA,3,1,0,0,5,2,8,8,3,8,2,3,10,5,3,8,8,7,2,5,4,5,8
"1419",21,"KSCM",2103,3,3,3,2,1,2,2,8,3,7,6,7,9,8,2,9,6,1,5,7,5,5,8,8,7,7
"1420",21,"KSCM",2103,2,3,1,2,2,1,0,9,5,10,10,9,9,3,2,8,8,1,8,9,9,9,2,7,5,10
"1421",21,"KDU-CSL",2104,6,8,1,3,4,6,4,4,5,6,4,7,7,1,3,6,4,6,NA,6,5,3,NA,2,5,8
"1422",21,"KDU-CSL",2104,6,7,1,4,5,6,6,7,5,8,10,7,7,7,6,8,7,4,6,8,7,8,4,3,3,7
"1423",21,"KDU-CSL",2104,6,7,1,3,3,4,3,7,8,4,4,3,8,4,1,5,3,5,3,5,5,4,3,3,3,6
"1424",21,"KDU-CSL",2104,6,7,1,4,4,4,3,8,8,8,8,3,7,6,0,7,5,1,NA,8,8,7,3,0,7,7
"1425",21,"KDU-CSL",2104,7,6,1,3,4,6,6,8,8,8,7,8,7,6,3,6,6,4,6,7,5,7,5,2,5,4
"1426",21,"KDU-CSL",2104,5,6,5,2,4,4,6,7,5,8,7,7,8,4,3,5,5,5,4,7,6,6,4,1,4,6
"1427",21,"KDU-CSL",2104,6,6,3,2,4,5,5,6,4,10,8,9,6,8,1,9,9,3,8,9,7,8,6,3,7,5
"1428",21,"KDU-CSL",2104,6,6,0,NA,4,6,6,6,5,8,10,10,5,3,6,8,4,2,NA,9,10,9,6,0,2,4
"1429",21,"KDU-CSL",2104,6,4,0,5,5,5,5,10,5,8,10,8,7,7,2,10,9,2,8,9,10,6,3,0,2,4
"1430",21,"KDU-CSL",2104,6,6,5,4,3,6,3,3,4,10,10,8,5,3,7,10,6,8,5,9,7,5,1,1,3,7
"1431",21,"KDU-CSL",2104,7,7,3,4,4,6,5,7,4,5,6,5,3,5,4,7,5,2,5,6,6,5,4,3,3,4
"1432",21,"KDU-CSL",2104,6,6,2,5,4,6,6,4,6,9,10,7,6,7,2,7,6,2,5,7,9,7,5,0,6,5
"1433",21,"KDU-CSL",2104,7,5,4,3,5,5,5,8,7,8,9,8,7,3,5,6,3,5,NA,9,9,7,3,3,6,6
"1434",21,"KDU-CSL",2104,7,8,2,3,5,7,5,7,4,8,9,8,9,9,7,7,3,7,5,3,3,6,3,2,6,6
"1435",21,"TOP09",2109,7,9,2,5,6,8,7,7,6,2,8,9,3,8,1,2,8,3,2,2,4,8,2,3,8,4
"1436",21,"TOP09",2109,7,10,0,3,3,7,8,9,9,5,7,4,5,4,2,5,3,1,2,3,8,6,3,1,10,7
"1437",21,"TOP09",2109,7,3,0,5,6,7,8,9,7,2,10,7,6,3,2,7,9,1,5,3,10,7,5,0,4,7
"1438",21,"TOP09",2109,7,10,0,4,4,8,9,9,8,8,1,7,5,2,2,3,4,2,NA,6,4,5,5,3,7,7
"1439",21,"TOP09",2109,6,8,1,5,5,7,7,8,6,5,5,6,5,6,2,5,6,2,6,5,8,7,2,3,3,7
"1440",21,"TOP09",2109,7,9,1,4,5,7,7,7,7,6,7,8,6,2,3,6,3,6,NA,8,7,6,3,3,6,7
"1441",21,"TOP09",2109,7,8,0,NA,4,8,8,9,8,6,8,7,3,3,7,4,5,5,NA,4,5,5,5,0,2,6
"1442",21,"TOP09",2109,6,7,1,4,4,6,9,8,8,7,8,4,5,6,0,7,5,1,NA,8,8,7,3,0,7,7
"1443",21,"TOP09",2109,7,9,0,6,5,7,6,7,4,5,6,8,2,6,8,3,5,5,4,5,7,8,6,2,5,4
"1444",21,"TOP09",2109,7,7,1,4,5,9,8,8,8,4,8,7,5,5,2,6,4,3,5,4,6,7,5,2,5,4
"1445",21,"TOP09",2109,7,7,1,6,5,7,8,8,9,9,8,7,4,7,6,4,6,2,4,6,6,7,4,2,8,7
"1446",21,"TOP09",2109,7,10,2,5,3,7,7,5,6,5,5,7,4,8,5,3,8,6,1,7,4,9,1,1,3,7
"1447",21,"TOP09",2109,7,8,0,4,4,9,9,9,9,2,9,9,8,6,7,8,0,7,3,6,6,6,0,2,6,7
"1448",21,"TOP09",2109,7,9,1,5,5,7,8,8,9,5,7,6,4,5,5,3,6,6,3,7,8,8,1,1,5,6
"1449",21,"ANO",2111,4,4,2,3,3,7,9,5,8,8,3,3,8,6,0,8,0,0,6,8,3,6,7,8,0,10
"1450",21,"ANO",2111,4,5,1,2,3,6,6,6,7,4,4,5,6,5,1,5,6,2,5,5,2,6,8,10,10,10
"1451",21,"ANO",2111,5,4,3,2,2,5,4,0,4,3,1,4,7,9,1,9,6,2,9,5,0,3,2,10,10,10
"1452",21,"ANO",2111,3,5,0,NA,NA,5,5,2,4,5,4,3,8,8,0,10,10,0,NA,7,2,0,7,9,10,10
"1453",21,"ANO",2111,3,3,2,2,2,4,6,0,8,8,2,5,8,6,2,8,6,1,NA,7,2,5,4,8,9,10
"1454",21,"ANO",2111,5,6,3,3,2,5,4,2,7,5,1,2,7,7,2,7,7,2,5,6,0,3,7,10,10,10
"1455",21,"ANO",2111,5,3,6,2,3,5,4,4,6,5,5,4,7,7,6,5,6,6,7,6,6,5,9,10,10,10
"1456",21,"ANO",2111,3,5,NA,1,1,5,9,8,10,3,5,2,7,6,0,7,5,1,NA,5,3,5,3,9,8,9
"1457",21,"ANO",2111,4,5,4,2,2,4,5,0,1,5,0,0,9,8,0,10,6,0,7,9,8,0,7,10,10,10
"1458",21,"ANO",2111,5,5,5,4,2,5,7,8,8,5,6,3,5,3,5,7,6,4,5,5,2,4,7,10,9,10
"1459",21,"ANO",2111,2,7,8,1,1,3,4,2,10,8,2,1,10,9,8,9,8,7,8,7,7,1,7,10,10,10
"1460",21,"ANO",2111,4,2,6,NA,2,NA,NA,2,7,4,2,1,9,6,5,8,7,2,NA,NA,2,1,5,7,7,9
"1461",21,"ANO",2111,6,6,6,2,3,5,7,2,6,4,5,2,9,9,2,8,6,3,8,6,2,2,7,9,9,10
"1462",21,"ANO",2111,4,3,3,3,2,5,6,1,4,5,2,6,7,4,1,8,2,1,7,6,3,1,7,8,9,10
"1463",21,"Pirates",2114,5,4,6,4,4,5,6,3,4,0,10,9,5,4,1,3,5,2,5,1,9,8,5,7,9,3
"1464",21,"Pirates",2114,6,7,5,4,4,6,6,8,6,1,8,7,5,7,7,4,7,7,2,1,9,9,8,7,10,2
"1465",21,"Pirates",2114,6,7,2,5,3,5,7,3,4,1,5,7,5,3,3,5,4,3,4,2,4,8,8,7,7,1
"1466",21,"Pirates",2114,5,3,7,4,NA,6,6,1,1,2,7,9,4,2,6,3,3,3,NA,2,7,4,7,8,10,4
"1467",21,"Pirates",2114,5,6,1,NA,NA,NA,7,1,2,1,9,3,NA,3,NA,NA,NA,NA,NA,2,10,2,6,9,10,NA
"1468",21,"Pirates",2114,6,3,2,NA,4,NA,NA,0,0,2,3,7,NA,NA,NA,NA,NA,NA,3,2,1,7,8,9,9,1
"1469",21,"Pirates",2114,6,3,2,4,3,5,5,6,4,0,10,10,3,4,7,6,2,5,4,1,7,5,8,10,10,6
"1470",21,"Pirates",2114,4,1,NA,NA,NA,NA,NA,0,1,NA,0,2,7,1,NA,4,NA,7,NA,2,1,4,8,10,10,1
"1471",21,"Pirates",2114,5,7,7,4,3,4,5,6,6,1,7,8,1,NA,3,2,6,7,1,1,9,9,9,NA,9,2
"1472",21,"Pirates",2114,5,5,NA,4,NA,5,6,NA,6,1,8,3,NA,5,0,5,3,NA,NA,2,8,6,5,9,7,2
"1473",21,"Pirates",2114,5,3,3,NA,NA,NA,4,7,10,1,9,7,6,5,NA,NA,2,NA,NA,2,5,7,9,9,10,2
"1474",21,"Pirates",2114,6,4,4,5,4,6,5,2,4,2,7,10,2,6,2,2,3,3,4,2,9,8,8,7,10,1
"1475",21,"Pirates",2114,4,3,3,4,NA,4,5,1,4,2,9,8,6,2,NA,NA,1,NA,NA,4,8,7,7,8,9,2
"1476",21,"Pirates",2114,5,6,7,4,4,7,8,3,6,2,7,8,7,6,4,5,0,3,4,2,3,6,10,6,6,3
"1477",21,"SPD",2115,1,9,0,1,1,9,7,2,4,8,9,8,10,10,0,10,10,0,9,10,9,8,10,10,10,9
"1478",21,"SPD",2115,2,7,0,1,1,9,NA,0,1,8,2,2,10,10,1,9,10,0,10,9,2,8,9,10,5,10
"1479",21,"SPD",2115,1,9,0,1,1,6,5,4,3,9,10,8,10,10,1,10,10,0,10,10,10,10,10,10,10,10
"1480",21,"SPD",2115,1,10,2,1,1,10,5,3,5,8,7,8,10,10,0,10,10,1,10,9,9,9,9,10,9,10
"1481",21,"SPD",2115,1,0,0,1,1,9,7,2,2,8,5,4,10,10,0,9,10,0,10,10,8,9,10,10,10,10
"1482",21,"SPD",2115,1,9,0,1,1,10,1,4,1,9,8,5,10,10,0,10,10,0,10,10,10,5,10,10,10,10
"1483",21,"SPD",2115,1,9,0,1,1,10,NA,0,1,10,8,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10
"1484",21,"SPD",2115,1,10,0,1,1,9,3,0,5,NA,0,4,10,9,0,10,10,0,10,8,9,7,10,10,10,10
"1485",21,"SPD",2115,1,7,0,1,1,10,8,0,4,10,10,10,10,10,0,10,0,0,10,10,10,6,10,10,0,10
"1486",21,"SPD",2115,1,7,0,NA,1,10,8,6,1,NA,3,7,10,10,0,10,10,0,10,9,8,9,9,10,8,10
"1487",21,"SPD",2115,1,9,0,1,1,2,2,5,3,10,10,10,10,10,0,10,10,0,10,10,9,9,10,10,10,10
"1488",21,"SPD",2115,1,10,0,1,1,NA,4,1,4,10,9,10,10,10,0,10,10,0,10,10,10,10,9,10,9,10
"1489",21,"SPD",2115,1,9,0,1,1,5,2,0,0,10,10,0,10,10,0,10,10,0,10,10,10,10,10,10,10,10
"1490",21,"SPD",2115,1,2,0,1,1,8,7,NA,2,9,8,10,9,10,0,9,9,0,10,9,10,8,10,9,8,9
"1491",21,"STAN",2116,6,6,2,NA,NA,6,6,0,3,NA,5,5,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,9,7
"1492",21,"STAN",2116,6,9,1,4,4,6,6,5,6,3,3,4,4,1,1,3,3,1,NA,4,6,6,NA,5,9,5
"1493",21,"STAN",2116,6,6,NA,4,NA,6,8,8,8,7,8,4,5,6,NA,NA,NA,1,NA,8,8,NA,3,0,7,5
"1494",21,"STAN",2116,6,2,0,NA,NA,6,5,2,8,5,0,1,NA,0,1,NA,1,1,NA,3,2,1,7,1,4,4
"1495",21,"STAN",2116,6,4,3,4,4,7,6,7,4,5,6,4,4,2,8,8,3,2,5,6,3,2,3,1,6,4
"1496",21,"STAN",2116,7,6,1,3,5,7,7,8,8,4,7,7,6,3,2,6,4,3,5,5,6,7,5,2,5,3
"1497",21,"STAN",2116,6,7,1,4,4,7,7,7,6,5,5,6,5,6,2,5,6,2,6,5,8,7,3,3,3,7
"1498",21,"STAN",2116,6,5,3,4,3,6,6,3,5,5,2,5,5,1,5,5,4,5,5,6,2,2,3,1,3,7
"1499",21,"STAN",2116,6,7,2,4,4,6,7,7,8,3,6,6,4,4,4,4,5,6,4,5,6,7,2,1,6,5
"1500",21,"STAN",2116,7,8,0,3,5,8,7,9,9,4,9,8,8,6,6,8,0,7,4,6,6,6,0,5,8,6
"1501",21,"STAN",2116,7,9,1,4,5,7,7,6,6,6,4,7,6,2,3,6,3,4,NA,7,NA,3,3,5,8,6
"1502",21,"STAN",2116,7,5,1,4,4,6,5,3,4,7,2,7,5,5,1,5,4,5,5,5,5,5,7,2,7,3
"1503",21,"STAN",2116,4,5,5,NA,NA,8,8,9,3,5,8,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"1504",21,"STAN",2116,6,4,0,NA,NA,6,6,5,2,5,2,3,5,3,NA,NA,2,NA,NA,6,4,5,5,2,6,3
"1505",22,"IRL",2201,4,6,NA,3,5,6,6,7,7,7,6,6,7,6,NA,7,7,NA,5,7,7,NA,2,5,NA,NA
"1506",22,"IRL",2201,6,9,1,6,4,7,3,7,6,9,9,9,7,10,6,8,10,1,5,9,8,9,4,5,10,7
"1507",22,"IRL",2201,6,8,3,2,2,8,8,7,6,9,9,8,9,7,1,10,3,1,8,8,8,7,3,3,4,7
"1508",22,"IRL",2201,7,6,3,4,4,7,7,7,6,4,8,8,4,8,5,8,8,5,8,6,8,8,3,2,8,8
"1509",22,"IRL",2201,6,8,2,2,4,7,4,6,6,7,7,6,7,7,2,7,5,3,7,8,7,7,3,3,1,4
"1510",22,"IRL",2201,7,8,0,6,4,8,9,7,7,9,8,6,8,9,1,9,9,1,9,9,9,6,3,4,9,10
"1511",22,"IRL",2201,6,7,2,4,4,8,8,8,6,8,9,9,9,8,3,9,8,1,8,9,8,9,2,4,5,7
"1512",22,"IRL",2201,6,2,5,4,NA,6,6,6,6,8,8,8,8,7,3,6,8,5,8,7,8,6,4,1,6,7
"1513",22,"IRL",2201,7,10,1,5,5,8,8,6,6,6,9,8,9,8,2,7,9,2,8,8,8,8,2,0,10,7
"1514",22,"IRL",2201,6,6,NA,3,NA,8,7,8,6,8,8,8,8,7,6,9,9,6,9,8,9,7,7,5,6,8
"1515",22,"IRL",2201,6,7,2,6,5,6,7,8,7,3,8,5,3,4,3,4,8,2,6,3,6,5,2,1,1,6
"1516",22,"IRL",2201,6,7,0,3,3,7,7,4,7,7,4,6,7,6,3,7,6,6,8,7,7,7,2,2,9,8
"1517",22,"IRL",2201,6,6,3,4,NA,7,7,8,6,7,8,7,7,3,2,7,5,2,6,7,7,5,4,3,3,6
"1518",22,"IRL",2201,6,9,2,3,6,8,8,5,7,9,8,9,1,9,4,9,9,3,9,10,9,9,1,3,10,8
